character,action,frame,hitbox_1_status,hitbox_1_size,hitbox_1_x,hitbox_1_y,hitbox_2_status,hitbox_2_size,hitbox_2_x,hitbox_2_y,hitbox_3_status,hitbox_3_size,hitbox_3_x,hitbox_3_y,hitbox_4_status,hitbox_4_size,hitbox_4_x,hitbox_4_y,locomotion_x,locomotion_y,iasa,facing_changed,projectile
10,50,12,True,2.7342000007629395,8.14895248413086,6.699720995333337,True,2.7342000007629395,5.217836380004883,7.0893217491175164,False,0,0,0,False,0,0,0,0.9037094116210938,0.0,False,False,False
10,50,13,True,2.7342000007629395,8.219245910644531,6.5602199005152215,True,2.7342000007629395,5.2872314453125,6.971618788149499,False,0,0,0,False,0,0,0,0.8993396759033203,0.0,False,False,False
10,50,14,True,2.7342000007629395,8.290643692016602,6.434775488283776,True,2.7342000007629395,5.353288650512695,6.8589774536158075,False,0,0,0,False,0,0,0,0.9017391204833984,0.0,False,False,False
10,50,15,True,2.7342000007629395,8.362213134765625,6.340515272524499,True,2.7342000007629395,5.415365219116211,6.76373018493905,False,0,0,0,False,0,0,0,0.9109096527099609,0.0,False,False,False
10,50,16,True,2.7342000007629395,8.429269790649414,6.150242941286706,True,2.7342000007629395,5.487730026245117,6.610739843752526,False,0,0,0,False,0,0,0,0.9268436431884766,0.0,False,False,False
10,50,17,True,2.7342000007629395,8.509706497192383,5.763387339022302,True,2.7342000007629395,5.578762054443359,6.323280947115563,False,0,0,0,False,0,0,0,0.9495525360107422,0.0,False,False,False
10,50,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.9790306091308594,0.0,False,False,False
10,50,19,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0152740478515625,0.0,False,False,False
10,50,20,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0582866668701172,0.0,False,False,False
10,50,21,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0767574310302734,0.0,False,False,False
10,50,22,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0604801177978516,0.0,False,False,False
10,50,23,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0356693267822266,0.0,False,False,False
10,50,24,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0023326873779297,0.0,False,False,False
10,50,25,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.9604549407958984,0.0,False,False,False
10,50,26,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.9100513458251953,0.0,False,False,False
10,50,27,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.8511085510253906,0.0,False,False,False
10,50,28,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.7836418151855469,0.0,False,False,False
10,50,29,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.7076301574707031,0.0,False,False,False
10,50,30,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.6230926513671875,0.0,False,False,False
10,50,31,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.5300254821777344,0.0,False,False,False
10,50,32,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.4284248352050781,0.0,False,False,False
10,50,33,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.31829071044921875,0.0,False,False,False
10,50,34,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.19961929321289062,0.0,False,False,False
10,50,35,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.07242202758789062,0.0,False,False,False
10,50,36,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.002086639404296875,0.0,True,False,False
10,50,37,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.002986907958984375,0.0,True,False,False
10,50,38,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.00403594970703125,0.0,True,False,False
10,50,39,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.001041412353515625,0.0,True,False,False
10,65,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.48999977111816406,False,False,False
10,65,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.26000022888183594,False,False,False
10,65,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.029999732971191406,False,False,False
10,65,4,True,3.4958698749542236,0.9600000381469727,6.5279998779296875,True,3.4958698749542236,-5.7303242683410645,6.299476623535156,True,2.9919960498809814,-0.4982719421386719,3.9161300659179688,False,0,0,0,0,0,False,False,True
10,65,5,True,3.4958698749542236,0.9600000381469727,6.5279998779296875,True,3.4958698749542236,-5.727644205093384,6.328027725219727,True,2.9919960498809814,-0.440305233001709,3.9189023971557617,False,0,0,0,0,0,False,False,False
10,65,6,True,3.4958698749542236,0.9600000381469727,6.528000831604004,True,3.4958698749542236,-5.725956201553345,6.297603607177734,True,2.9919960498809814,-0.43051624298095703,3.9071359634399414,False,0,0,0,0,0,False,False,False
10,65,7,True,3.4958698749542236,0.9600000381469727,6.52800178527832,True,3.4958698749542236,-5.723330497741699,6.278912544250488,True,2.9919960498809814,-0.4213331937789917,3.8978729248046875,False,0,0,0,0,0,False,False,False
10,65,8,True,3.4958698749542236,0.9599999785423279,6.528001308441162,True,3.4958698749542236,-5.72025465965271,6.269728183746338,True,2.9919960498809814,-0.4129835367202759,3.890866756439209,False,0,0,0,0,0,False,False,False
10,65,9,True,3.4958698749542236,0.9599999785423279,6.528001308441162,True,3.4958698749542236,-5.717066764831543,6.267404079437256,True,2.9919960498809814,-0.4056110382080078,3.8858704566955566,False,0,0,0,0,0,False,False,False
10,65,10,True,3.4958698749542236,0.9600000381469727,6.52800178527832,True,3.4958698749542236,-5.7140185832977295,6.269018173217773,True,2.9919960498809814,-0.3992903232574463,3.8826470375061035,False,0,0,0,0,0,False,False,False
10,65,11,True,3.4958698749542236,0.9600000381469727,6.528000831604004,True,3.4958698749542236,-5.711321830749512,6.271479606628418,True,2.9919960498809814,-0.39405107498168945,3.880972385406494,False,0,0,0,0,0,False,False,False
10,360,1,True,7.99948787689209,0.6033029556274414,6.797442572024011,False,0,0,0,False,0,0,0,False,0,0,0,0.07999992370605469,0.0,False,False,False
10,360,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.3000001907348633,0.0,False,False,False
10,360,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.2200002670288086,0.0,False,False,False
10,364,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.1400003433227539,0.0,False,False,False
10,364,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,361,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,16,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,17,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,363,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.0,0.0,False,False,False
10,212,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.6925010681152344,0.0,False,False,False
10,212,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.6124992370605469,0.0,False,False,False
10,212,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.532501220703125,0.0,False,False,False
10,212,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.4524993896484375,0.0,False,False,False
10,212,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.3725013732910156,0.0,False,False,False
10,212,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.2924995422363281,0.0,False,False,False
10,212,7,True,3.9059998989105225,-8.249473571777344,6.749567644503259,True,2.7342000007629395,-4.4997100830078125,6.749567644503259,False,0,0,0,False,0,0,0,1.2125015258789062,0.0,False,False,False
10,212,8,True,3.9059998989105225,-8.249473571777344,6.749567644503259,True,2.7342000007629395,-4.4997100830078125,6.749567644503259,False,0,0,0,False,0,0,0,1.1324996948242188,0.0,False,False,False
10,212,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,1.0525016784667969,0.0,False,False,False
10,212,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.9724998474121094,0.0,False,False,False
10,212,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.8925018310546875,0.0,False,False,False
10,212,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.8125,0.0,False,False,False
10,212,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.7324981689453125,0.0,False,False,False
10,212,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.6525001525878906,0.0,False,False,False
10,212,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.5724983215332031,0.0,False,False,False
10,212,16,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.49250030517578125,0.0,False,False,False
10,212,17,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.41249847412109375,0.0,False,False,False
10,212,18,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.3325004577636719,0.0,False,False,False
10,212,19,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.2524986267089844,0.0,False,False,False
10,212,20,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.1725006103515625,0.0,False,False,False
10,212,21,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.092498779296875,0.0,False,False,False
10,212,22,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.012500762939453125,0.0,False,False,False
10,212,23,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,24,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,25,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,26,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,27,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,28,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,212,29,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,212,30,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,44,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,44,2,True,3.327911853790283,-5.489208221435547,5.972985880282067,True,3.327911853790283,-6.198570251464844,9.124152319338464,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,3,True,3.327911853790283,-15.533729553222656,8.14850916137948,True,3.327911853790283,-8.998428344726562,7.764599935915612,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,10,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,11,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.0,0.0,False,False,False
10,44,12,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,44,13,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,44,14,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,44,15,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,-0.2999992370605469,0.0,False,False,False
10,253,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,253,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,253,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,253,4,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,253,5,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,253,6,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,365,1,True,7.99948787689209,0.0341033935546875,7.591009140014648,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,365,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,365,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,366,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0.0,False,False,False
10,366,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,0,False,False,False
10,67,1,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.6560001373291016,False,False,False
10,67,2,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.4260005950927734,False,False,False
10,67,3,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0,1.196000099182129,False,False,False
10,67,4,True,3.659921884536743,-0.0076751708984375,7.97443962097168,True,4.991868019104004,-8.043327331542969,9.587135314941406,True,3.327911853790283,2.6629562377929688,4.19603157043457,False,0,0,0,0,0.9660005569458008,False,False,False
10,67,5,True,3.659921884536743,-0.009784698486328125,7.97620964050293,True,4.991868019104004,-8.050559997558594,9.56407356262207,True,3.327911853790283,2.8017807006835938,4.157011032104492,False,0,0,0,0,0.7360000610351562,False,False,False
10,67,6,True,3.659921884536743,-0.011951446533203125,7.978029251098633,True,4.991868019104004,-8.062271118164062,9.505912780761719,True,3.327911853790283,2.8745880126953125,4.169525146484375,False,0,0,0,0,0.5060005187988281,False,False,False
10,67,7,True,3.659921884536743,-0.014171600341796875,7.979893684387207,True,4.991868019104004,-8.071266174316406,9.43146800994873,True,3.327911853790283,2.9315414428710938,4.186699867248535,False,0,0,0,0,0.2760000228881836,False,False,False
10,67,8,True,3.327911853790283,-0.0164337158203125,7.981790542602539,True,3.991931915283203,-7.9073944091796875,9.393373489379883,True,3.327911853790283,2.9735450744628906,4.201757431030273,False,0,0,0,0,0.04600048065185547,False,False,False
10,67,9,True,3.327911853790283,-0.018733978271484375,7.9837188720703125,True,3.991931915283203,-7.7065582275390625,9.233840942382812,True,3.327911853790283,2.9994163513183594,4.207786560058594,False,0,0,0,0,0,False,False,False
10,67,10,True,3.327911853790283,-0.02105712890625,7.98567008972168,True,3.991931915283203,-7.466709136962891,9.095556259155273,True,3.327911853790283,3.006298065185547,4.197914123535156,False,0,0,0,0,0,False,False,False
10,67,11,True,3.327911853790283,-0.02339935302734375,7.987635612487793,True,3.991931915283203,-7.212665557861328,8.965075492858887,True,3.327911853790283,2.9899063110351562,4.165335655212402,False,0,0,0,0,0,False,False,False
10,67,12,True,3.327911853790283,-0.025753021240234375,7.9896087646484375,True,3.991931915283203,-6.957916259765625,8.84172248840332,True,3.327911853790283,2.9918251037597656,4.15972900390625,False,0,0,0,0,0,False,False,False
10,67,13,True,3.327911853790283,-0.028106689453125,7.991584777832031,True,3.991931915283203,-6.7101287841796875,8.72224235534668,True,3.327911853790283,2.993419647216797,4.158351898193359,False,0,0,0,0,0,False,False,False
10,67,14,True,3.327911853790283,-0.030452728271484375,7.993553161621094,True,3.991931915283203,-6.472118377685547,8.602190017700195,True,3.327911853790283,2.98291015625,4.147188186645508,False,0,0,0,0,0,False,False,False
10,67,15,True,3.327911853790283,-0.032787322998046875,7.995511054992676,True,3.991931915283203,-6.242767333984375,8.4766206741333,True,3.327911853790283,2.947315216064453,4.111417770385742,False,0,0,0,0,0,False,False,False
10,67,16,True,3.327911853790283,-0.03509521484375,7.997448444366455,True,3.991931915283203,-6.0176544189453125,8.340385913848877,True,3.327911853790283,2.8869552612304688,4.0534844398498535,False,0,0,0,0,0,False,False,False
10,67,17,True,3.327911853790283,-0.037372589111328125,7.999359130859375,True,3.991931915283203,-5.789524078369141,8.188315391540527,True,3.327911853790283,2.8322181701660156,4.011172294616699,False,0,0,0,0,0,False,False,False
10,67,18,True,3.327911853790283,-0.039608001708984375,8.001235485076904,True,3.991931915283203,-5.549144744873047,8.00487756729126,True,3.327911853790283,2.7754974365234375,3.9763731956481934,False,0,0,0,0,0,False,False,False
10,67,19,True,3.327911853790283,-0.041797637939453125,8.003072261810303,True,3.991931915283203,-5.283088684082031,7.80107307434082,True,3.327911853790283,2.7104759216308594,3.942509889602661,False,0,0,0,0,0,False,False,False
10,14,7,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.24999964237213135,0.0,False,False,False
10,14,8,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.16999965906143188,0.0,False,False,False
10,14,9,False,0,0,0,False,0,0,0,False,0,0,0,False,0,0,0,0.08999961614608765,0.0,False,False,False
